Date received,Product,Sub-product,Issue,Sub-issue,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?
1/11/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,Specialized Loan Servicing LLC,MA,1440,Consent not provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/15/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,Wells Fargo & Company,MN,55804,N/A,Referral,1/19/2016,Closed with explanation,Yes,Yes
1/15/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,PA,19136,Consent not provided,Web,1/15/2016,Closed with non-monetary relief,Yes,No
1/26/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"P&B Capital Group, LLC",AZ,850XX,Consent provided,Web,2/1/2016,Closed with explanation,No,No
1/11/2016,Mortgage,VA mortgage,"Application, originator, mortgage broker",,Wells Fargo & Company,CA,92131,Consent not provided,Web,1/13/2016,Closed with monetary relief,Yes,No
1/20/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Loan Care,AL,35094,N/A,Phone,1/21/2016,Closed with explanation,Yes,No
1/20/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,TX,75563,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,,Regions Financial Corporation,TN,38108,N/A,Referral,1/19/2016,Closed with non-monetary relief,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Ocwen,TX,79912,N/A,Referral,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Synchrony Financial,FL,33055,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,No
1/11/2016,Credit card,,Customer service / Customer relations,,Citibank,VI,008XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Application processing delay,,Barclays PLC,TX,77083,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/26/2016,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,Nissan Motor Acceptance Corporation,UT,841XX,Other,Web,1/26/2016,Closed with explanation,Yes,Yes
1/15/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"Seterus, Inc.",CA,90067,N/A,Referral,1/20/2016,Closed with explanation,Yes,Yes
1/20/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,Bank of America,AZ,85935,N/A,Fax,1/21/2016,Closed with monetary relief,Yes,No
1/15/2016,Bank account or service,Checking account,Problems caused by my funds being low,,"SunTrust Banks, Inc.",GA,30108,N/A,Referral,1/20/2016,Closed with monetary relief,Yes,Yes
1/15/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Equifax,FL,32244,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/20/2016,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,Citibank,WA,993XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Ocwen,WA,98683,N/A,Postal mail,2/1/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,Using a debit or ATM card,,Bank of America,GA,300XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Savings account,"Account opening, closing, or management",,Santander Bank US,CA,94608,N/A,Referral,1/20/2016,Closed with explanation,Yes,No
12/22/2016,Credit reporting,,Credit reporting company's investigation,Investigation took too long,Equifax,FL,33016,Consent not provided,Web,12/22/2016,Closed with explanation,Yes,
1/26/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,"EOS Holdings, Inc.",PA,191XX,Consent provided,Web,2/1/2016,Closed with explanation,Yes,Yes
10/18/2013,Credit card,,Closing/Cancelling account,,Amex,NY,10468,N/A,Phone,10/21/2013,Closed with explanation,Yes,No
1/20/2016,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,Synchrony Financial,WA,993XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,"Continental Finance Company, LLC",NV,895XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Checking account,"Account opening, closing, or management",,FirstBank,NM,87112,N/A,Referral,1/20/2016,Closed,Yes,Yes
1/11/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,D2 Management LLC,OK,730XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/15/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,Wells Fargo & Company,FL,34231,N/A,Referral,1/19/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,"TransUnion Intermediate Holdings, Inc.",VA,23059,Consent not provided,Web,1/26/2016,Closed with non-monetary relief,Yes,Yes
1/20/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Equifax,NC,285XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/26/2016,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,"Buffaloe & Associates, PLC",TN,383XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,CA,93108,N/A,Referral,2/4/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Customer service / Customer relations,,Citibank,CO,804XX,Consent provided,Web,1/26/2016,Closed with monetary relief,Yes,No
1/29/2016,Prepaid card,Mobile wallet,"Managing, opening, or closing account",,"PayPal Holdings, Inc.",NY,10029,N/A,Phone,2/8/2016,Closed with monetary relief,Yes,No
1/15/2016,Credit card,,Closing/Cancelling account,,Capital One,TN,370XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,No
1/20/2016,Bank account or service,Checking account,Using a debit or ATM card,,Regions Financial Corporation,AL,36605,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,FL,34638,N/A,Phone,2/1/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Capital One,TX,754XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/15/2016,Debt collection,Federal student loan,Communication tactics,Called outside of 8am-9pm,Utah System of Higher Education,OR,972XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Synchrony Financial,GA,31032,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/20/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,Santander Consumer USA Holdings Inc,TX,78613,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Caliber Home Loans, Inc",PA,18042,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,Yes
1/26/2016,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,Equifax,NC,286XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Credit line increase/decrease,,Synchrony Financial,CA,915XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/26/2016,Credit card,,Advertising and marketing,,Bank of America,MN,553XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/26/2016,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,JPMorgan Chase & Co.,WI,54216,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/11/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"Caliber Home Loans, Inc",CA,95337,Consent not provided,Web,1/12/2016,Closed with explanation,Yes,No
1/15/2016,Credit card,,Other fee,,Capital One,TX,750XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,Yes
1/11/2016,Credit card,,Delinquent account,,"Continental Finance Company, LLC",DE,32934,N/A,Phone,1/13/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Equifax,PA,19403,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/11/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,SC,297XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Specialized Loan Servicing LLC,CA,945XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/20/2016,Credit card,,Balance transfer fee,,JPMorgan Chase & Co.,FL,32835,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,Yes
11/23/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Wells Fargo & Company,GA,300XX,Consent provided,Web,11/23/2016,Closed with explanation,Yes,No
1/20/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Specialized Loan Servicing LLC,VA,221XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Equifax,CA,917XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/20/2016,Bank account or service,Checking account,Using a debit or ATM card,,Regions Financial Corporation,AL,36605,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,LA,71334,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/20/2016,Bank account or service,Checking account,Using a debit or ATM card,,Regions Financial Corporation,AL,36605,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,LA,71334,Consent not provided,Web,1/26/2016,Closed with non-monetary relief,Yes,No
1/29/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,HSBC North America Holdings Inc.,VA,22469,N/A,Referral,2/8/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",LA,71334,Consent not provided,Web,1/26/2016,Closed with non-monetary relief,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,LA,71334,Consent not provided,Web,1/26/2016,Closed with non-monetary relief,Yes,No
1/29/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Wells Fargo & Company,NY,10034,N/A,Referral,2/3/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,"Account opening, closing, or management",,"Convergent Resources, Inc.",OH,441XX,Consent provided,Web,1/28/2016,Closed with explanation,Yes,Yes
1/20/2016,Bank account or service,Checking account,Using a debit or ATM card,,Regions Financial Corporation,AL,36605,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/20/2016,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,Equifax,WA,983XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,Yes
1/29/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,We Collect Inc,OR,97223,N/A,Referral,2/8/2016,Closed with explanation,Yes,Yes
1/21/2016,Other financial service,Debt settlement,Customer service/Customer relations,,Synchrony Financial,OR,97303,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
1/29/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,MO,63108,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Personal information,"TransUnion Intermediate Holdings, Inc.",MI,490XX,Consent provided,Web,1/21/2016,Closed with non-monetary relief,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,VA,201XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/26/2016,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"Big Picture Loans, LLC",AK,99515,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/15/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,DriveTime,GA,300XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,Yes
1/15/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,CA,92866,N/A,Phone,1/15/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,JPMorgan Chase & Co.,MI,493XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,Yes
1/26/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Experian,TX,770XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Credence Resource Management, LLC",IL,606XX,Consent provided,Web,2/5/2016,Closed with non-monetary relief,Yes,No
1/11/2016,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,"Check into Cash, Inc.",DE,19808,N/A,Phone,1/12/2016,Closed with explanation,Yes,No
10/23/2016,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,Tenet HealthCare Corporation,TX,799XX,Consent provided,Web,10/25/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,Equifax,NC,272XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/21/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Penn Credit Corporation,PA,151XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Wells Fargo & Company,CO,80134,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,USAA Savings,FL,32514,N/A,Referral,2/8/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Savings account,"Account opening, closing, or management",,Bank of America,OH,43609,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,,USAA Savings,VA,22572,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,TX,77803,N/A,Referral,1/15/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,Equifax,LA,70122,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Alorica Inc.,IA,967XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,"Account opening, closing, or management",,"SunTrust Banks, Inc.",FL,33904,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Round Point Mortgage,TX,78028,N/A,Phone,1/20/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Citibank,GA,301XX,Consent provided,Web,1/29/2016,Closed with monetary relief,Yes,No
1/11/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,SD,575XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/26/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,NY,12570,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,"Account opening, closing, or management",,JPMorgan Chase & Co.,IL,60626,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/15/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,CA,90041,N/A,Fax,1/15/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Public record,Experian,CO,80831,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Public record,Equifax,OH,45251,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Other,,Discover,NJ,7304,N/A,Referral,1/27/2016,Closed with non-monetary relief,Yes,Yes
1/26/2016,Mortgage,Other mortgage,Other,,Ocwen,NY,11368,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Sterling Jewelers Inc.,KY,422XX,Consent provided,Web,1/11/2016,Closed,Yes,No
1/11/2016,Bank account or service,Checking account,Deposits and withdrawals,,Bank of America,WA,990XX,Consent provided,Web,1/11/2016,Closed with monetary relief,Yes,No
1/11/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Round Point Mortgage,FL,32810,Consent not provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/15/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Ocwen,CA,95602,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/26/2016,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,MiraMed Revenue Group LLC,IN,47712,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,Yes
1/29/2016,Debt collection,Credit card,Communication tactics,Threatened to take legal action,"Cavalry Investments, LLC",CA,95667,N/A,Phone,2/4/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Caine & Weiner Co. Inc.,FL,334XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TD Bank US Holding Company,TN,38118,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/15/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,CA,90041,N/A,Fax,1/15/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"PennyMac Loan Services, LLC",GA,30564,N/A,Phone,1/20/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,Settlement process and costs,,Citibank,NY,11704,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/26/2016,Prepaid card,Government benefit payment card,Fraud or scam,,Comerica,NY,10024,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,Deposits and withdrawals,,BB&T Financial,VA,20155,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Other mortgage,Other,,Ditech Financial LLC,FL,32779,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,The Law Offices of Erskine and Fleisher,FL,331XX,Consent provided,Web,2/22/2016,Closed,Yes,No
1/15/2016,Credit card,,Balance transfer,,U.S. Bancorp,AZ,85020,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,"First Recovery Solutions, Inc.",CA,95490,Consent not provided,Web,1/29/2016,Untimely response,No,
1/21/2016,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,JPMorgan Chase & Co.,GA,30296,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Ditech Financial LLC,CA,907XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Bank of America,PA,19056,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,TN,370XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
1/26/2016,Consumer Loan,Installment loan,Managing the loan or lease,,HSBC North America Holdings Inc.,NY,10801,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,VA,22304,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NC,282XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,Yes
1/15/2016,Credit card,,Transaction issue,,Capital One,MO,631XX,Consent provided,Web,1/15/2016,Closed with monetary relief,Yes,No
1/26/2016,Bank account or service,Checking account,Deposits and withdrawals,,JPMorgan Chase & Co.,,,N/A,Referral,1/27/2016,Closed with monetary relief,Yes,No
1/26/2016,Consumer Loan,Personal line of credit,Managing the line of credit,,Regions Financial Corporation,FL,33313,N/A,Referral,1/27/2016,Closed with non-monetary relief,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Public record,CoreLogic,FL,32446,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,FL,32327,N/A,Referral,2/1/2016,Closed with explanation,Yes,Yes
2/3/2016,Bank account or service,Other bank product/service,Problems caused by my funds being low,,Navy FCU,FL,33433,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Checking account,"Making/receiving payments, sending money",,JPMorgan Chase & Co.,GA,30298,N/A,Referral,1/27/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,"PennyMac Loan Services, LLC",SC,296XX,Other,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,"Citizens Financial Group, Inc.",PA,18940,N/A,Phone,1/28/2016,Closed with explanation,Yes,Yes
1/21/2016,Consumer Loan,Installment loan,Managing the loan or lease,,"Mobiloans, LLC",FL,331XX,Consent provided,Web,1/21/2016,Untimely response,No,
1/26/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,Valley National Bank,GA,30068,N/A,Referral,2/1/2016,Closed with monetary relief,Yes,No
1/21/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"TransUnion Intermediate Holdings, Inc.",WA,993XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/11/2016,Credit reporting,,Incorrect information on credit report,Account status,"TransUnion Intermediate Holdings, Inc.",FL,34952,N/A,Referral,1/15/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Encore Capital Group,,,N/A,Referral,1/12/2016,Closed with non-monetary relief,Yes,No
1/26/2016,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,Banco Popular North America,NY,11530,N/A,Referral,2/1/2016,Closed with explanation,Yes,Yes
1/26/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,Synovus Bank,CT,6512,N/A,Referral,2/1/2016,Closed with explanation,Yes,Yes
1/26/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"URS Holding, LLC",WA,98008,N/A,Postal mail,1/26/2016,Closed with explanation,Yes,No
1/21/2016,Credit card,,Billing disputes,,Citibank,VA,24019,Consent not provided,Web,1/21/2016,Closed with monetary relief,Yes,No
1/29/2016,Bank account or service,Checking account,Deposits and withdrawals,,BMO Harris,IL,60154,N/A,Phone,2/3/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,PNC Bank N.A.,NJ,070XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Bank of America,FL,322XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,No
1/21/2016,Credit card,,Unsolicited issuance of credit card,,JPMorgan Chase & Co.,FL,33810,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Other mortgage,"Application, originator, mortgage broker",,Bank of America,GA,31419,N/A,Fax,2/1/2016,Closed with explanation,Yes,No
1/29/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Wells Fargo & Company,MS,392XX,Consent provided,Web,1/29/2016,Closed with monetary relief,Yes,No
1/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,Bank of America,TX,773XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,Other bank product/service,Deposits and withdrawals,,Bank of America,TN,37830,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
1/15/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CoreLogic,MD,21229,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Financial Business and Consumer Solutions.,VA,23236,N/A,Phone,2/1/2016,Closed with explanation,Yes,No
1/29/2016,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Citibank,TX,77020,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,No
1/11/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Vanderbilt Mortgage & Finance,LA,70344,Consent not provided,Web,1/11/2016,Closed with explanation,Yes,No
1/26/2016,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,The Huntington National Bank,PA,16066,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Capital One,NV,89451,N/A,Postal mail,1/20/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,NY,10970,N/A,Phone,1/15/2016,Closed with explanation,Yes,Yes
1/21/2016,Credit reporting,,Incorrect information on credit report,Account terms,Equifax,CA,94107,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,Equifax,NC,283XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,Ocwen,OH,43211,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Wells Fargo & Company,CA,92504,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/29/2016,Credit card,,Rewards,,Citibank,TX,769XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/26/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"Seterus, Inc.",NY,11210,N/A,Referral,2/2/2016,Closed with explanation,Yes,No
1/26/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,BB&T Financial,OH,44111,N/A,Referral,2/8/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Unsolicited issuance of credit card,,JPMorgan Chase & Co.,AZ,85018,N/A,Referral,2/1/2016,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Seterus, Inc.",AZ,853XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/26/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Regions Financial Corporation,MS,38654,N/A,Referral,1/28/2016,Closed with monetary relief,Yes,No
2/3/2016,Money transfers,International money transfer,Wrong amount charged or received,,The Western Union Company,CA,91506,N/A,Phone,2/4/2016,Closed with explanation,Yes,No
